,Unnamed: 0,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,X,Y,cluster
520,768,4.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,5,4.0,2.0,3.0,4.0,current smoker,social drinker,1.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,1,3.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3,2.0,3,i am always on time,only to avoid hurting someone,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,few hours a day,2.0,3.0,4.0,4.0,4.0,5,5.0,26.0,185.0,92.0,1.0,male,right handed,masters degree,no,city,block of flats,280.92513408956245,-1.5154076602405147,0
521,769,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,never smoked,never,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,i am always on time,never,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,less than an hour a day,4.0,4.0,4.0,4.0,4.0,4,4.0,19.0,167.0,63.0,0.0,female,right handed,secondary school,yes,city,block of flats,281.924475699523,0.5076330169793836,0
522,770,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,4,3.0,2.0,1.0,2.0,former smoker,social drinker,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4,3.0,2,i am often early,only to avoid hurting someone,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,1.0,less than an hour a day,3.0,4.0,5.0,4.0,3.0,2,1.0,16.0,170.0,54.0,2.0,female,right handed,college/bachelor degree,no,city,house/bungalow,282.9254370833986,-3.940234045009982,0
523,771,5.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,4,3.0,2.0,4.0,4.0,tried smoking,drink a lot,3.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4,2.0,3,i am often running late,everytime it suits me,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,few hours a day,4.0,2.0,4.0,4.0,3.0,3,4.0,18.0,174.0,64.0,0.0,male,right handed,secondary school,yes,city,block of flats,283.92301248437775,2.853089561653068,0
524,772,5.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5,5.0,4.0,4.0,4.0,current smoker,social drinker,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,3.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3,3.0,4,i am often running late,sometimes,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,few hours a day,3.0,4.0,2.0,2.0,2.0,2,2.0,20.0,170.0,53.0,1.0,female,right handed,secondary school,no,city,house/bungalow,284.92445837604157,-2.488283224245056,0
525,773,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,5.0,5,4.0,3.0,2.0,4.0,current smoker,drink a lot,3.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,2,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3,5.0,5,i am often running late,only to avoid hurting someone,2.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,less than an hour a day,3.0,3.0,3.0,4.0,4.0,4,5.0,17.0,168.0,70.0,0.0,female,right handed,college/bachelor degree,yes,city,house/bungalow,285.924615352804,2.3189126935557023,0
526,774,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2,4.0,2.0,2.0,2.0,tried smoking,social drinker,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4,2.0,4,i am always on time,sometimes,2.0,5.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,most of the day,2.0,1.0,2.0,3.0,3.0,3,4.0,20.0,171.0,62.0,0.0,female,left handed,secondary school,yes,city,block of flats,286.92480592713815,-1.3723758247041122,0
527,775,5.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,5,3.0,3.0,3.0,2.0,tried smoking,social drinker,4.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,2.0,3.0,1,1.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,4,3.0,2,i am often early,only to avoid hurting someone,2.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,few hours a day,1.0,5.0,3.0,5.0,5.0,5,5.0,19.0,165.0,51.0,3.0,female,right handed,college/bachelor degree,no,city,block of flats,287.9251268185575,-0.892329114550946,0
528,779,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,2.0,5.0,2,1.0,1.0,4.0,1.0,never smoked,social drinker,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,1,5.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,3,1.0,5,i am often running late,only to avoid hurting someone,1.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,less than an hour a day,2.0,5.0,3.0,5.0,5.0,3,5.0,17.0,167.0,48.0,0.0,female,right handed,secondary school,yes,village,house/bungalow,291.92458526116604,0.9163488748765597,0
529,780,5.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,5,3.0,2.0,3.0,3.0,tried smoking,social drinker,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,2,3.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,4,4.0,3,i am always on time,sometimes,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,few hours a day,3.0,5.0,4.0,3.0,3.0,3,4.0,18.0,174.0,64.0,1.0,male,right handed,secondary school,no,city,block of flats,292.92466695205417,-1.621861423141073,0
530,781,4.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,2,1.0,3.0,5.0,4.0,never smoked,social drinker,4.0,4.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,5.0,2,2.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,3,2.0,3,i am often running late,only to avoid hurting someone,4.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,2.0,less than an hour a day,2.0,1.0,1.0,1.0,2.0,1,4.0,20.0,171.0,63.0,1.0,female,right handed,secondary school,no,city,block of flats,293.92453176171875,-1.517792629820133,0
531,782,5.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,2.0,1,1.0,3.0,3.0,3.0,never smoked,social drinker,3.0,3.0,1.0,3.0,3.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,5.0,4,4.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,5,4.0,4,i am often early,sometimes,5.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,5.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,most of the day,4.0,4.0,1.0,4.0,4.0,4,2.0,17.0,170.0,55.0,3.0,female,right handed,secondary school,no,village,house/bungalow,294.9237614960898,6.0340620810355725,0
532,784,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,4.0,1.0,2.0,2.0,never smoked,social drinker,4.0,5.0,3.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,5.0,2.0,5.0,3,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,3,3.0,3,i am often early,sometimes,4.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,few hours a day,2.0,2.0,4.0,5.0,3.0,3,3.0,19.0,190.0,80.0,1.0,male,left handed,secondary school,no,city,block of flats,296.9246110203728,-1.4720641702898942,0
533,787,5.0,3.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1,1.0,2.0,2.0,1.0,current smoker,drink a lot,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,3.0,5.0,2,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4,2.0,5,i am often early,everytime it suits me,3.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,2.0,few hours a day,2.0,4.0,4.0,5.0,5.0,5,4.0,16.0,177.0,70.0,1.0,male,right handed,primary school,no,city,block of flats,299.9253932004811,-2.3260899877280963,0
534,791,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5,4.0,1.0,3.0,2.0,tried smoking,social drinker,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,2.0,2.0,1,3.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,3,1.0,2,i am always on time,sometimes,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,few hours a day,1.0,4.0,1.0,2.0,5.0,1,4.0,19.0,162.0,52.0,1.0,female,right handed,secondary school,no,city,block of flats,303.9256838332143,-1.3971817378462639,0
535,792,5.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,1,4.0,4.0,5.0,4.0,former smoker,social drinker,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3,4.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,3,2.0,4,i am always on time,sometimes,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,less than an hour a day,3.0,4.0,4.0,4.0,4.0,4,4.0,21.0,192.0,93.0,1.0,male,right handed,masters degree,no,village,house/bungalow,304.924191404516,-1.6604001705401017,0
536,793,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,5,5.0,1.0,3.0,3.0,former smoker,never,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,3.0,4,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3,5.0,4,i am always on time,only to avoid hurting someone,2.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,3.0,5.0,1.0,few hours a day,4.0,3.0,3.0,4.0,2.0,4,3.0,24.0,185.0,120.0,2.0,male,right handed,doctorate degree,no,city,house/bungalow,305.92582334722294,-0.5638153588311015,0
537,794,4.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,tried smoking,social drinker,4.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,1.0,1,1.0,3.0,3.0,1.0,4.0,3.0,5.0,5.0,5,3.0,5,i am always on time,everytime it suits me,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,less than an hour a day,5.0,3.0,5.0,2.0,1.0,5,5.0,23.0,190.0,95.0,1.0,male,right handed,secondary school,no,city,block of flats,306.9248692865947,-5.506616835369391,0
538,795,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5,3.0,3.0,1.0,5.0,current smoker,drink a lot,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3,3.0,4,i am often running late,never,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,most of the day,5.0,5.0,5.0,5.0,5.0,5,5.0,30.0,173.0,69.0,0.0,female,right handed,secondary school,yes,city,block of flats,307.923522141068,1.1826430137694814,0
539,796,3.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5,3.0,4.0,3.0,4.0,tried smoking,social drinker,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,4,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3,3.0,4,i am often early,only to avoid hurting someone,4.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,less than an hour a day,4.0,4.0,4.0,2.0,5.0,4,4.0,27.0,189.0,113.0,3.0,male,left handed,doctorate degree,no,city,house/bungalow,308.9247451208695,-0.08776806772423318,0
540,797,5.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1,1.0,2.0,1.0,2.0,former smoker,social drinker,3.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,5,5.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,3,1.0,1,i am often early,sometimes,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,few hours a day,3.0,4.0,2.0,4.0,4.0,4,5.0,19.0,185.0,65.0,1.0,male,right handed,secondary school,no,city,block of flats,309.9256842229528,-3.299559029208784,0
